path,h1,h2,h3,nframes,fps,size,hash_bits,n_hashes,valid
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 14/N884A6_ch14_main_20241124010002_20241124013003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,27009,14.993255283361368,950373626,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 14/N884A6_ch14_main_20241124013003_20241124020003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26975,14.993107894795347,949266427,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 14/N884A6_ch14_main_20241124020003_20241124023002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.990442745376956,949238292,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 14/N884A6_ch14_main_20241124023002_20241124030003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,27011,14.99045441427842,950323635,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 14/N884A6_ch14_main_20241124030003_20241124033003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26970,14.99332888592395,948496073,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 14/N884A6_ch14_main_20241124033003_20241124040002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26983,14.993970848915586,950015543,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 14/N884A6_ch14_main_20241124040002_20241124043003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,27010,14.993560706989964,950345651,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 14/N884A6_ch14_main_20241124043003_20241124050000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26947,14.992794867943005,948004951,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123043000_20241123050000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,27048,14.992766356072655,952699499,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123050000_20241123053000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.991557806807071,950013401,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123053000_20241123060000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.98985970273649,949098494,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123060000_20241123063000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.993945319009477,949356493,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123063000_20241123070000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.993251537149872,949153417,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123070000_20241123073000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.993806278156438,948939878,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123073000_20241123080000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26980,14.992720361870257,949075690,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123080000_20241123083000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.989920082638662,949181902,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123083000_20241123090000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.99003182042838,949319576,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123090000_20241123093000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26979,14.993581086713682,949207655,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123093000_20241123100000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.993583939294622,949185280,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123100000_20241123103000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.99330730309308,949230891,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123103000_20241123110000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26990,14.993444881452348,949242421,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123110000_20241123113000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26979,14.991164997832923,949176244,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123113000_20241123120000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.990586105202356,949078995,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123120000_20241123123000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.994084352139351,948872569,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123123000_20241123130000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26977,14.993802835688998,948704219,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123130000_20241123133000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.992474605263888,949152782,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123133000_20241123140000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.993667229579591,949124720,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123140000_20241123143000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.990198310666347,949699378,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123143000_20241123150000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26980,14.991137559522818,949018927,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123150000_20241123153000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.993945319009477,949074630,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123153000_20241123160000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26990,14.993444881452348,949048525,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123160000_20241123163000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.993584652043747,949244169,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123163000_20241123170000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.993025336645603,948953759,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123170000_20241123173000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.991030817334126,949361569,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123173000_20241123180000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.990920147276878,949548051,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123180000_20241123183000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26976,14.993997065231891,949209677,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123183000_20241123190000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.99414009342524,949238288,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123190000_20241123193000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.99386203180634,949298227,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123193000_20241123200000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.992806874295267,949298876,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123200000_20241123203000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26979,14.99124829828022,949123489,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123203000_20241123210000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.989587093549552,949407661,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123210000_20241123213000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.99366793308005,949346405,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123213000_20241123220000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.99366793308005,949328263,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123220000_20241123223000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26976,14.993663709731209,949209995,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123223000_20241123230000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.99266862170088,949316392,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123230000_20241123233000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.99041959401294,949297022,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241123233000_20241124000000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26979,14.991331599653265,949224614,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241124000000_20241124003000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.99330655957162,949323330,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241124003000_20241124010000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.993806966191034,949469108,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241124010000_20241124013000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.993667229579591,949360801,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241124013000_20241124020000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.992108831440191,949241877,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241124020000_20241124023000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.990642995574165,949403120,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241124023000_20241124030000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.990614552441883,949431622,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241124030000_20241124033000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26975,14.99260790787119,949213975,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241124033000_20241124040000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.993806966191034,949373732,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241124040000_20241124043000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.992834368369014,949428913,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 2/N884A6_ch2_main_20241124043000_20241124050000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.994083694885312,949254441,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123043000_20241123050001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,27062,14.992797783933518,952743412,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123050001_20241123053000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26975,14.990774907749078,948912070,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123053000_20241123060001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.990920147276878,949154463,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123060001_20241123063001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.99366793308005,949313856,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123063001_20241123070000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.993525295807837,948974759,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123070000_20241123073001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,27007,14.993393513429488,949845832,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123073001_20241123080001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26976,14.993663709731209,948842490,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123080001_20241123083000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26979,14.99124829828022,948910492,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123083000_20241123090001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,27007,14.990064718093311,949963005,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123090001_20241123093001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26980,14.992970308584004,948769662,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123093001_20241123100000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26976,14.993663709731209,948885658,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123100000_20241123103001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,27007,14.993809716801485,949942186,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123103001_20241123110001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.99316826073916,949162467,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123110001_20241123113000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26963,14.990187412089776,948147875,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123113000_20241123120001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,27007,14.990979989453526,949972980,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123120001_20241123123001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.99366793308005,949011846,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123123001_20241123130000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26960,14.99393791085948,947943614,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123130000_20241123133001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,27011,14.99386612044608,949920647,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123133001_20241123140001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.993029210662252,948997680,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123140001_20241123143000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26977,14.99005367680562,948737996,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123143000_20241123150001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.990420658059142,948994378,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123150001_20241123153001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.992973432353317,949050084,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123153001_20241123160000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26970,14.99324553454784,947938062,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123160000_20241123163001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,27016,14.993894993894994,950637277,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123163001_20241123170001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26979,14.994081064408023,948777749,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123170001_20241123173000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26970,14.990995397647689,948223642,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123173000_20241123180001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,27013,14.990649226688271,950854315,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123180001_20241123183001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.992692049060526,949024572,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123183001_20241123190000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.993525295807837,948949703,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123190000_20241123193001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,27007,14.993809716801485,950034684,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123193001_20241123200001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.993945319009477,949206175,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123200001_20241123203000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26963,14.990354091032918,948805373,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123203000_20241123210001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,27006,14.989010501076748,950016538,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123210001_20241123213001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.99366793308005,949269588,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123213001_20241123220000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.993941953914389,949064536,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123220000_20241123223001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.993667229579591,949301755,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123223001_20241123230001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.993806278156438,949195610,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123230001_20241123233000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.990359450794305,948917980,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 6 Week 2/Cam 8/N884A6_ch8_main_20241123233000_20241124000000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.991109135363414,949051255,256,3,True
