path,h1,h2,h3,nframes,fps,size,hash_bits,n_hashes,valid
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709230000_20240709233000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.993583939294622,948995791,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709233000_20240710000000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.98947649009013,949449014,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240710000000_20240710003000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.99139223635253,949478202,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240710003000_20240710010000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26976,14.993747047216742,949299139,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240710010000_20240710013000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.993584652043747,949378401,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240710013000_20240710020000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.994084352139351,949042637,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240710020000_20240710023000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.994083694885312,948289243,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240710023000_20240710030000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26980,14.991054263393602,948068265,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240710030000_20240710033000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26990,14.989198225065673,948380572,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240710033000_20240710040000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.993806278156438,948503402,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240710040000_20240710043000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.993528892246337,949417067,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240710043000_20240710050000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.993584652043747,948268246,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240710043003_20240710050003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.993445609669392,949280521,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709050003_20240709053003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26990,14.9935281732783,949416931,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709053003_20240709060003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26980,14.990721088132997,949422883,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709060003_20240709063003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.99055870265467,949227659,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709063003_20240709070003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.99316826073916,949467129,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709070003_20240709073003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.992890152861714,949504945,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709073003_20240709080003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26979,14.9931644641051,949197709,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709080003_20240709083003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.992890942616578,949259569,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709083003_20240709090003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.990641956247677,949393493,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709090003_20240709093003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26980,14.990054782038603,949192501,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709093003_20240709100003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.994861539316169,949252021,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709100003_20240709103003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.993945319009477,949148704,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709103003_20240709110003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.99366793308005,949179359,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709110003_20240709113003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.993941953914389,948888551,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709113003_20240709120003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.991197329764132,948978179,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709120003_20240709123003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.991641999922251,949016195,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709123003_20240709130003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.993806278156438,949030431,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709130003_20240709133003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26979,14.993581086713682,948672381,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709133003_20240709140003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.994306030053052,948899747,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709140003_20240709143003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.993806278156438,948979990,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709143003_20240709150003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.991197329764132,949565842,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709150003_20240709153003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.99036480460268,948931303,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709153003_20240709160003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.994025288314576,948808345,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709160003_20240709163003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.99316826073916,948840569,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709163003_20240709170003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.993806278156438,948943070,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709170003_20240709173003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.994723101705272,948881788,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709173003_20240709180003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26977,14.990720056902166,949097027,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709180003_20240709183003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.989532371903442,949155134,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709183003_20240709190003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.99386203180634,949367768,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709190003_20240709193003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.993167501749786,949281742,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709193003_20240709200003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.994694945477372,949179929,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709200003_20240709203003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26980,14.993303583833017,948513540,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709203003_20240709210003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.990336339805394,948893734,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709210003_20240709213003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.98992120212571,949613185,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709213003_20240709220003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26990,14.9935281732783,949458157,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709220003_20240709223003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.993445609669392,949458352,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709223003_20240709230003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26979,14.99449773795894,949313028,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709230003_20240709233003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.993583939294622,949482401,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240709233003_20240710000000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26948,14.990181953707772,948167637,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240710000000_20240710003003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,27039,14.990685915774067,951396456,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240710003003_20240710010003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26975,14.993524576040375,949120804,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240710010003_20240710013003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.99366793308005,949579841,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240710013003_20240710020003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.99283516434689,949492260,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240710020003_20240710023003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26990,14.9935281732783,948759389,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240710023003_20240710030003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26979,14.990165464667903,948795739,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240710030003_20240710033003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26990,14.990780031547844,949343377,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240710033003_20240710040003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.993723686695327,949437562,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/N884A6_ch10_main_20240710040003_20240710043003.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26990,14.993444881452348,949047344,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 10/._N884A6_ch10_main_20240709073003_20240709080003.mp4,-1,-1,-1,-1,-1.0,4096,256,3,False
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709053002_20240709060002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.990942532312378,949970428,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709060002_20240709063002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26996,14.990698836660464,949214175,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709063002_20240709070002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.99347312873212,949306179,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709070002_20240709073002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.993723686695327,949466655,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709073002_20240709080002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26977,14.993719500672514,949198633,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709080002_20240709083002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.99386203180634,949004165,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709083002_20240709090002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.990670398507264,949401379,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709090002_20240709093002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26977,14.989887091038408,949172942,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709093002_20240709100002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.993029210662252,949128145,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709100002_20240709103002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.993723686695327,949466941,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709103002_20240709110002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.993167501749786,949100690,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709110002_20240709113002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26981,14.993859303017,949134745,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709113002_20240709120002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26990,14.990446991913268,948701915,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709120002_20240709123002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.990310023711288,948870984,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709123002_20240709130002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.993583939294622,948708148,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709130002_20240709133002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26979,14.993497760339672,948601032,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709133002_20240709140002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.994000399973334,948703278,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709140002_20240709143002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.993445609669392,948961698,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709143002_20240709150002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.99080948705276,949609063,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709150002_20240709153002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.989782092005598,948844887,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709153002_20240709160002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26970,14.993578945612835,947692412,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709160002_20240709163002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26998,14.99372438382335,949385428,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709163002_20240709170002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.9927510873369,948497059,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709170002_20240709173002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.993528892246337,948716358,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709173002_20240709180002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26973,14.989663450851376,948623580,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709180002_20240709183002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26996,14.990782079474023,950009844,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709183002_20240709190002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.99400106647707,949527618,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709190002_20240709193002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.99386203180634,949300614,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709193002_20240709200002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.99386203180634,949444157,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709200002_20240709203002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26976,14.993580373172074,949047449,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709203002_20240709210002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.989365896457706,948812266,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709210002_20240709213002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.989809461928482,949624398,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709213002_20240709220002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.993584652043747,949494260,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709220002_20240709223002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26990,14.993028436203248,949344630,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709223002_20240709230002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.993858620440513,949436345,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709230002_20240709233002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.993584652043747,949475143,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709233002_20240710000000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26962,14.990798245272634,948526301,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240710000000_20240710003002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,27023,14.990624965329014,950540198,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240710003002_20240710010002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.993108660857194,949319035,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240710010002_20240710013002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.993583939294622,949441303,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240710013002_20240710020002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.99316826073916,949480169,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240710020002_20240710023002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.993445609669392,949101254,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240710023002_20240710030002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.991442352575074,948735588,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240710030002_20240710033002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.989726217582051,949131108,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240710033002_20240710040002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.993389843689243,949240462,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240710040002_20240710043002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.99386203180634,948561802,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240710043002_20240710050002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26990,14.993861349836395,948671129,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/N884A6_ch9_main_20240709050002_20240709053002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.993583939294622,949344823,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/Group 1 Day 4/Cam 9/._N884A6_ch9_main_20240709073002_20240709080002.mp4,-1,-1,-1,-1,-1.0,4096,256,3,False
